# [1]Sample ID	[2]ts/tv	[3]het/hom	[4]nSNPs	[5]nIndels	[6]Average depth	[7]nSingletons	[8]Sample name
41	1.372664	0.075742	2031	0	78.300000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/BZ1509.paired.bam
42	1.442875	0.080023	1903	0	38.800000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/BZ1513.paired.bam
43	1.359795	0.075890	1843	0	36.800000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/BZ2105.paired.bam
44	1.414982	0.080319	2031	0	58.600000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/BZ2106.paired.bam
45	1.403023	0.082246	1908	0	67.600000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/BZ2303.paired.bam
46	1.403382	0.084469	1990	0	39.000000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/BZ2601.paired.bam
47	1.389499	0.084812	1957	0	44.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/BZ2604.paired.bam
48	1.390845	0.080637	2037	0	85.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/BZ3004.paired.bam
49	1.375598	0.085839	1986	0	37.900000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/BZ3005.paired.bam
50	1.416765	0.088251	2047	0	56.200000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/BZ3204.paired.bam
51	1.371930	0.100380	2028	0	38.400000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/BZ3205.paired.bam
52	1.344828	0.091493	2040	0	52.200000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/BZ3209.paired.bam
53	1.358295	0.083069	2047	0	86.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/BZ4001.paired.bam
54	1.387290	0.075054	1991	0	41.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/BZ4002.paired.bam
55	1.394333	0.086817	2028	0	42.600000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/BZ4602.paired.bam
56	1.365541	0.082002	2032	0	45.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/BZ4603.paired.bam
57	1.382353	0.081731	2025	0	48.800000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/BZ4801.paired.bam
58	1.384906	0.082192	1896	0	25.400000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/BZ4802.paired.bam
59	1.443662	0.077640	347	0	4.900000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/BZ4901.paired.bam
60	1.385343	0.077416	2018	0	52.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/BZ4905.paired.bam
61	1.366430	0.078083	2002	0	40.100000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/BZ5001.paired.bam
62	1.399524	0.081458	2018	0	50.100000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/BZ5005.paired.bam
63	1.460259	0.065653	1331	0	27.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/BZ5105.paired.bam
64	1.400372	0.074167	1289	0	16.300000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/BZ5201.paired.bam
65	1.344828	0.084746	1088	0	13.200000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/BZ5205.paired.bam
66	1.399522	0.090217	2006	0	39.900000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/BZ5206.paired.bam
67	1.343980	0.037520	1908	0	27.400000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/CA0101_X.paired.bam
68	1.372479	0.036269	2000	0	80.100000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/CA0103.paired.bam
69	1.368978	0.035439	2016	0	80.600000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/CA0104.paired.bam
70	1.428224	0.087146	1996	0	37.000000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/CUAJa01.paired.bam
71	1.345946	0.212291	2170	0	42.800000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/CUAJa02_X.paired.bam
72	1.339644	0.125938	2101	0	48.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/CUAJa03.paired.bam
73	1.386417	0.077167	2038	0	73.600000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/CUAJa04.paired.bam
74	1.362259	0.093053	1715	0	26.000000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/CUAJb01.paired.bam
75	1.388166	0.079722	2018	0	33.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/CUAJb02.paired.bam
76	1.356389	0.072000	2010	0	31.000000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/CUAJb03.paired.bam
77	1.359393	0.090027	2022	0	40.900000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/CUAJb04.paired.bam
78	1.402135	0.068602	2025	0	80.000000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/CUAJb05.paired.bam
79	1.373536	0.081644	2027	0	36.800000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/CUAJb06.paired.bam
80	1.370679	0.084515	1989	0	41.100000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/CUAJb07.paired.bam
81	1.340102	0.087906	1844	0	30.300000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/CUAJb08.paired.bam
82	1.376518	0.085028	1761	0	21.900000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/CUAJb09.paired.bam
83	1.399764	0.083023	2035	0	35.200000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/CUAJb10.paired.bam
84	1.373099	0.073545	2029	0	40.300000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/CUAJb11.paired.bam
85	1.384615	0.090618	2046	0	47.500000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/CUAJb12.paired.bam
86	1.366372	0.088762	1337	0	12.100000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/CUAJb13.paired.bam
87	1.369767	0.080021	2038	0	64.100000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/CUAJb14.paired.bam
88	1.389732	0.089362	2048	0	64.800000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/CUAJb15.paired.bam
89	1.356275	0.096734	1746	0	26.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/CUAJb16.paired.bam
90	1.385542	0.081967	1980	0	37.600000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/CUAJb17.paired.bam
91	1.365135	0.080732	2008	0	43.600000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/CUAJb18.paired.bam
92	1.337950	0.089032	1688	0	26.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/CUAJb19.paired.bam
93	1.332418	0.080840	1698	0	22.900000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/CUAJb20.paired.bam
94	1.393720	0.080698	1982	0	35.600000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/CUAJb21.paired.bam
95	1.377831	0.039062	1995	0	41.300000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/CVa02.paired.bam
96	1.392390	0.045738	2012	0	76.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/CVa03.paired.bam
97	1.396181	0.045289	2008	0	132.600000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/CVa04.paired.bam
98	1.421941	0.038601	1722	0	20.900000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/CVa08.paired.bam
99	1.377962	0.045312	2007	0	81.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/CVa13.paired.bam
100	1.405354	0.037098	1258	0	15.600000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/CYa02.paired.bam
101	1.378151	0.045935	1981	0	46.900000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/CYa04.paired.bam
102	1.345771	0.036264	1886	0	27.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/CYa07.paired.bam
103	1.236842	0.089744	255	0	5.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/CYa08.paired.bam
104	1.348378	0.044542	1665	0	21.200000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/CYa10.paired.bam
105	1.346939	0.042296	1725	0	21.800000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/CYa11.paired.bam
106	1.543689	0.119658	262	0	5.200000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/ESRBa03.paired.bam
107	1.244898	0.104418	550	0	7.300000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/ESRBa04.paired.bam
108	1.370370	0.088099	1408	0	20.000000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/ESRBa06.paired.bam
109	1.344887	0.078947	1353	0	16.100000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/ESRBa07.paired.bam
110	1.354730	0.093333	1394	0	17.200000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/ESRBa08.paired.bam
111	1.341772	0.080292	1480	0	15.300000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/ESRBa09.paired.bam
112	1.360149	0.094091	1907	0	22.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/ESRBa10.paired.bam
113	1.358881	0.032481	1939	0	34.000000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/GA0203.paired.bam
114	1.379597	0.033488	2006	0	70.000000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/GCJRa01.paired.bam
115	1.400488	0.030939	1966	0	49.400000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/GCJRa02.paired.bam
116	1.387828	0.034109	2001	0	59.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/GCJRa05.paired.bam
117	1.395522	0.045603	1284	0	15.200000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/GL23909.paired.bam
118	1.347319	0.036008	2014	0	80.300000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/GOa02.paired.bam
119	1.334290	0.033672	1627	0	20.600000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/GOa03.paired.bam
120	1.353919	0.033907	1982	0	52.200000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/GOa07.paired.bam
121	1.398551	0.018984	1986	0	128.300000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/HCARa02.paired.bam
122	1.370192	0.019121	1972	0	63.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/HCARa03.paired.bam
123	1.396864	0.022119	1987	0	79.000000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/HCARa05.paired.bam
124	1.400242	0.018994	1985	0	70.300000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/HCARb01.paired.bam
125	1.392298	0.021583	1988	0	81.600000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/HCARb02.paired.bam
126	1.404110	0.008621	1053	0	19.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/HCARb03.paired.bam
127	1.390156	0.021026	1991	0	91.200000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/HCICa01.paired.bam
128	1.402410	0.022040	1994	0	151.000000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/HCICa02.paired.bam
129	1.389688	0.026262	1993	0	90.900000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/HCICa03.paired.bam
130	1.236842	0.081425	425	0	6.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/HtiAA2.paired.bam
131	1.341014	0.030426	2032	0	83.500000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/HtiCn13.paired.bam
132	1.428571	0.043860	357	0	6.200000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/HtiCn17.paired.bam
133	1.330265	0.034219	2025	0	52.600000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/HtiCn2.paired.bam
134	1.328276	0.039409	1688	0	23.300000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/HtiCn7.paired.bam
135	1.500000	0.000000	40	0	0.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/HtiJS7.paired.bam
136	1.244444	0.030612	101	0	1.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/HtiJS9.paired.bam
137	1.369136	0.079303	1919	0	37.900000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/HtiNR1.paired.bam
138	1.439528	0.114555	827	0	10.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/HtiNR2.paired.bam
139	2.181818	0.076923	70	0	1.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/HtiPa2.paired.bam
140	1.727273	0.090909	60	0	1.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/HtiPa5.paired.bam
141	1.331135	0.041249	1767	0	25.600000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/HtiPo10.paired.bam
142	1.341844	0.038365	1651	0	27.000000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/HtiPo15.paired.bam
143	1.351582	0.046562	1933	0	34.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/HtiPo2.paired.bam
144	1.351573	0.038043	1719	0	20.800000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/HtiPo6.paired.bam
145	1.344380	0.044958	1627	0	21.100000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/HtiTi11.paired.bam
146	1.316195	0.040416	901	0	10.100000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/HtiTi12_X.paired.bam
147	1.342896	0.035003	1715	0	25.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/HtiTi14.paired.bam
148	1.327152	0.031709	1757	0	25.200000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/HtiTi15.paired.bam
149	1.334094	0.039086	2047	0	101.200000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/HXRCb05.paired.bam
150	1.302825	0.038207	2038	0	62.300000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/HXRCb06.paired.bam
151	1.330296	0.042282	2046	0	62.400000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/HXRCb08.paired.bam
152	1.386174	0.034091	2002	0	95.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/IA0406.paired.bam
153	1.390625	0.036117	1836	0	27.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/IA0408.paired.bam
154	1.396635	0.034769	1994	0	55.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/IA0413.paired.bam
155	1.396158	0.030992	1996	0	48.000000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/IA0416.paired.bam
156	1.385902	0.033109	1997	0	61.900000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/IA0417.paired.bam
157	1.384422	0.043430	1898	0	43.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/IA0418.paired.bam
158	1.391667	0.037171	2009	0	101.300000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/IL0121.paired.bam
159	1.364090	0.038335	1896	0	29.400000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/IL0123.paired.bam
160	1.376676	0.036236	1773	0	26.200000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/IL0135.paired.bam
161	1.370513	0.040518	1849	0	20.300000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/IL0140.paired.bam
162	1.385266	0.035115	1975	0	39.600000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/Il0408.paired.bam
163	1.388489	0.032659	1992	0	65.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/Il0409.paired.bam
164	1.359551	0.028691	1470	0	17.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/Il0412.paired.bam
