# [1]Sample ID	[2]ts/tv	[3]het/hom	[4]nSNPs	[5]nIndels	[6]Average depth	[7]nSingletons	[8]Sample name
15	1.614173	0.988024	332	0	25.900000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/ACTPa02.paired.bam
16	1.659420	1.050279	367	0	28.300000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/ACTPa03.paired.bam
17	1.829630	0.989583	382	0	55.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/ACTPa08.paired.bam
18	1.546178	0.162909	1599	0	67.200000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/AR0101.paired.bam
19	1.548544	0.153846	1575	0	49.700000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/AR0102.paired.bam
20	1.506003	0.164143	1461	0	27.000000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/AR0103.paired.bam
21	1.496148	0.169675	1620	0	97.100000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/AR0104.paired.bam
22	1.537736	0.169565	1614	0	132.100000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/AR0207.paired.bam
23	1.601156	0.183173	1350	0	23.600000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/AR0208.paired.bam
24	1.517829	0.165829	1624	0	227.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/AR0209.paired.bam
25	1.540323	0.169265	1575	0	37.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/AR0210.paired.bam
26	1.827586	1.894118	246	0	19.400000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/ARa02.paired.bam
27	1.644068	2.058824	156	0	10.800000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/ARa03.paired.bam
28	1.912621	1.542373	300	0	35.300000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/ARa04.paired.bam
29	1.705882	1.500000	230	0	21.600000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/ARa05.paired.bam
30	1.644737	1.576923	201	0	16.800000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/ARa06.paired.bam
31	1.433577	0.314669	1667	0	41.600000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BALB01.paired.bam
32	1.420354	0.288069	1641	0	42.700000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BALB02.paired.bam
33	1.409366	0.371453	1595	0	28.600000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BALB06.paired.bam
34	1.478064	0.294862	1638	0	92.100000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BAMB03.paired.bam
35	1.469208	0.353698	1684	0	57.000000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BAMB06.paired.bam
36	1.464286	0.172330	483	0	8.000000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BFa02.paired.bam
37	1.394495	0.279412	261	0	4.400000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ0201.paired.bam
38	1.454545	0.038462	189	0	7.100000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ0202.paired.bam
39	1.318735	0.242503	953	0	17.600000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ0404.paired.bam
40	1.486804	0.369952	1696	0	73.400000	2	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ1509.paired.bam
41	1.438462	0.334175	1585	0	38.300000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ1513.paired.bam
42	1.491776	0.356312	1515	0	36.300000	2	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ2105.paired.bam
43	1.456012	0.349718	1675	0	56.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ2106.paired.bam
44	1.393750	0.333333	1532	0	60.200000	2	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ2303.paired.bam
45	1.492492	0.366255	1660	0	39.100000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ2601.paired.bam
46	1.487616	0.358411	1607	0	44.900000	2	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ2604.paired.bam
47	1.502262	0.337903	1659	0	84.200000	2	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ3004.paired.bam
48	1.465961	0.360601	1630	0	36.800000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ3005.paired.bam
49	1.458092	0.362981	1701	0	54.900000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ3204.paired.bam
50	1.478130	0.366889	1643	0	37.200000	2	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ3205.paired.bam
51	1.449853	0.350407	1661	0	50.700000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ3209.paired.bam
52	1.491828	0.358995	1677	0	85.100000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ4001.paired.bam
53	1.460624	0.338723	1656	0	40.500000	2	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ4002.paired.bam
54	1.484985	0.356557	1655	0	41.200000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ4602.paired.bam
55	1.475113	0.340686	1641	0	42.900000	2	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ4603.paired.bam
56	1.479821	0.364309	1659	0	46.400000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ4801.paired.bam
57	1.430793	0.362685	1563	0	25.000000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ4802.paired.bam
58	1.280000	0.313364	285	0	5.100000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ4901.paired.bam
59	1.441860	0.330166	1680	0	51.400000	2	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ4905.paired.bam
60	1.575804	0.390083	1682	0	37.800000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ5001.paired.bam
61	1.430836	0.386196	1687	0	50.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ5005.paired.bam
62	1.443459	0.324519	1102	0	28.500000	2	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ5105.paired.bam
63	1.484778	0.346447	1061	0	16.000000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ5201.paired.bam
64	1.594828	0.335799	903	0	13.100000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ5205.paired.bam
65	1.431343	0.362040	1629	0	38.100000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ5206.paired.bam
66	1.956284	0.442667	541	0	27.300000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CA0101_X.paired.bam
67	1.822115	0.516796	587	0	77.200000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CA0103.paired.bam
68	1.827103	0.490148	605	0	80.000000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CA0104.paired.bam
69	1.468702	0.357683	1617	0	35.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJa01.paired.bam
70	1.486134	7.063492	1524	0	42.500000	2	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJa02_X.paired.bam
71	1.510903	4.267974	806	0	46.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJa03.paired.bam
72	1.422254	0.378247	1698	0	69.600000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJa04.paired.bam
73	1.500898	0.398594	1393	0	25.200000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJb01.paired.bam
74	1.460270	0.324455	1641	0	33.300000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJb02.paired.bam
75	1.467262	0.371381	1658	0	31.000000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJb03.paired.bam
76	1.498498	0.376344	1664	0	39.600000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJb04.paired.bam
77	1.493921	0.351730	1641	0	78.100000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJb05.paired.bam
78	1.537405	0.378109	1662	0	35.300000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJb06.paired.bam
79	1.474242	0.364244	1633	0	40.600000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJb07.paired.bam
80	1.494983	0.375115	1492	0	29.300000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJb08.paired.bam
81	1.482456	0.365830	1415	0	21.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJb09.paired.bam
82	1.456934	0.382909	1683	0	35.000000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJb10.paired.bam
83	1.423851	0.343153	1687	0	39.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJb11.paired.bam
84	1.437229	0.388980	1689	0	46.600000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJb12.paired.bam
85	1.476082	0.377693	1087	0	12.100000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJb13.paired.bam
86	1.436416	0.371847	1686	0	64.700000	2	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJb14.paired.bam
87	1.469741	0.394630	1714	0	64.200000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJb15.paired.bam
88	1.557554	0.398230	1422	0	25.800000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJb16.paired.bam
89	1.467890	0.354027	1614	0	37.200000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJb17.paired.bam
90	1.507553	0.397306	1660	0	42.900000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJb18.paired.bam
91	1.601113	0.406219	1402	0	25.600000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJb19.paired.bam
92	1.491713	0.354354	1353	0	22.400000	2	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJb20.paired.bam
93	1.489231	0.375850	1618	0	35.300000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJb21.paired.bam
94	1.504732	0.173688	1588	0	39.900000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CVa02.paired.bam
95	1.487654	0.173217	1612	0	75.300000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CVa03.paired.bam
96	1.518634	0.177923	1622	0	127.600000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CVa04.paired.bam
97	1.531716	0.157850	1357	0	20.400000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CVa08.paired.bam
98	1.524333	0.168605	1608	0	80.800000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CVa13.paired.bam
99	1.391101	0.195550	1021	0	15.600000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CYa02.paired.bam
100	1.471229	0.179659	1589	0	46.600000	2	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CYa04.paired.bam
101	1.510779	0.191188	1514	0	27.300000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CYa07.paired.bam
102	1.589744	0.485294	202	0	5.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CYa08.paired.bam
103	1.519553	0.199468	1353	0	21.100000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CYa10.paired.bam
104	1.609615	0.185153	1357	0	21.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CYa11.paired.bam
105	1.117647	0.375796	216	0	5.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/ESRBa03.paired.bam
106	1.586207	0.376147	450	0	7.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/ESRBa04.paired.bam
107	1.480249	0.340449	1193	0	18.100000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/ESRBa06.paired.bam
108	1.515222	0.332506	1074	0	15.300000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/ESRBa07.paired.bam
109	1.469298	0.332544	1126	0	16.900000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/ESRBa08.paired.bam
110	1.551064	0.314693	1199	0	15.100000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/ESRBa09.paired.bam
111	1.447452	0.318182	1537	0	22.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/ESRBa10.paired.bam
112	1.796117	0.361702	576	0	32.800000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/GA0203.paired.bam
113	1.520064	0.128684	1570	0	67.100000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/GCJRa01.paired.bam
114	1.530278	0.120290	1546	0	46.600000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/GCJRa02.paired.bam
115	1.544000	0.143063	1590	0	56.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/GCJRa05.paired.bam
116	1.640420	0.184923	1006	0	14.700000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/GL23909.paired.bam
117	1.913706	0.344262	574	0	75.100000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/GOa02.paired.bam
118	1.751412	0.375706	487	0	19.600000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/GOa03.paired.bam
119	1.775610	0.341981	569	0	48.700000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/GOa07.paired.bam
120	1.515447	0.069848	1547	0	123.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HCARa02.paired.bam
121	1.527363	0.070977	1524	0	61.800000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HCARa03.paired.bam
122	1.504870	0.062672	1543	0	73.100000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HCARa05.paired.bam
123	1.509772	0.065698	1541	0	67.900000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HCARb01.paired.bam
124	1.509740	0.068417	1546	0	77.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HCARb02.paired.bam
125	1.487654	0.032010	806	0	20.500000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HCARb03.paired.bam
126	1.512116	0.065798	1555	0	88.100000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HCICa01.paired.bam
127	1.521951	0.065247	1551	0	144.800000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HCICa02.paired.bam
128	1.517857	0.079332	1551	0	87.900000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HCICa03.paired.bam
129	1.244048	0.286689	377	0	7.000000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HtiAA2.paired.bam
130	1.938776	1.400000	288	0	79.600000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HtiCn13.paired.bam
131	1.473684	1.136364	47	0	5.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HtiCn17.paired.bam
132	1.764151	1.616071	293	0	51.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HtiCn2.paired.bam
133	1.833333	1.771739	255	0	22.600000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HtiCn7.paired.bam
134	0.750000	0.024390	42	0	0.800000	2	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HtiJS7.paired.bam
135	1.097561	0.061728	86	0	1.400000	3	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HtiJS9.paired.bam
136	1.388640	0.357689	1598	0	38.000000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HtiNR1.paired.bam
137	1.507752	0.356394	647	0	9.900000	2	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HtiNR2.paired.bam
138	1.681818	0.404762	59	0	1.600000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HtiPa2.paired.bam
139	1.600000	0.368421	52	0	1.600000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HtiPa5.paired.bam
140	1.495146	1.763441	257	0	24.300000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HtiPo10.paired.bam
141	1.648352	1.648352	241	0	24.400000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HtiPo15.paired.bam
142	1.605505	1.581818	284	0	33.000000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HtiPo2.paired.bam
143	2.119048	1.646465	262	0	20.000000	2	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HtiPo6.paired.bam
144	1.975309	1.770115	241	0	19.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HtiTi11.paired.bam
145	1.760000	1.816327	138	0	9.800000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HtiTi12_X.paired.bam
146	1.571429	1.516129	234	0	23.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HtiTi14.paired.bam
147	1.687500	1.554455	258	0	23.600000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HtiTi15.paired.bam
148	1.857143	1.735043	320	0	98.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HXRCb05.paired.bam
149	1.672269	1.628099	318	0	60.700000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HXRCb06.paired.bam
150	1.700855	2.397849	316	0	60.700000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HXRCb08.paired.bam
151	1.503937	0.130064	1590	0	91.100000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/IA0406.paired.bam
152	1.518519	0.131537	1428	0	26.200000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/IA0408.paired.bam
153	1.514151	0.133239	1599	0	54.900000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/IA0413.paired.bam
154	1.535370	0.118440	1577	0	47.200000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/IA0416.paired.bam
155	1.539936	0.135714	1590	0	61.800000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/IA0417.paired.bam
156	1.593103	0.187056	1504	0	42.600000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/IA0418.paired.bam
157	1.529600	0.141516	1581	0	99.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/IL0121.paired.bam
158	1.519591	0.110360	1479	0	28.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/IL0123.paired.bam
159	1.483005	0.136773	1388	0	24.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/IL0135.paired.bam
160	1.525573	0.147436	1432	0	20.000000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/IL0140.paired.bam
161	1.508013	0.121864	1565	0	39.100000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/Il0408.paired.bam
162	1.532051	0.129378	1580	0	64.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/Il0409.paired.bam
163	1.623583	0.138780	1157	0	17.400000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/Il0412.paired.bam
164	1.561688	0.122333	1578	0	63.300000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/IL0413.paired.bam
165	1.611479	0.171287	1183	0	20.200000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/LCPCa01.paired.bam
166	1.529042	0.156497	1611	0	69.300000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/LCPCa02.paired.bam
