# [1]Sample ID	[2]ts/tv	[3]het/hom	[4]nSNPs	[5]nIndels	[6]Average depth	[7]nSingletons	[8]Sample name
22	1.425000	0.243590	97	0	35.300000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/ACSFa02.paired.bam
23	1.365854	0.243590	97	0	36.100000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/ACSFa03.paired.bam
24	1.222222	0.212121	80	0	20.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/ACSFc01.paired.bam
25	1.428571	0.197183	85	0	26.900000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/ACSFc02.paired.bam
26	1.405405	0.126582	89	0	42.400000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/ACSFc03.paired.bam
27	2.100000	0.550000	31	0	27.900000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/ACTPa02.paired.bam
28	1.076923	0.800000	27	0	30.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/ACTPa03.paired.bam
29	1.142857	0.764706	30	0	63.100000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/ACTPa08.paired.bam
30	1.447368	0.240000	93	0	69.900000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/AR0101.paired.bam
31	1.459459	0.166667	91	0	49.200000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/AR0102.paired.bam
32	1.555556	0.277778	92	0	28.400000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/AR0103.paired.bam
33	1.777778	0.204819	100	0	104.100000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/AR0104.paired.bam
34	1.583333	0.177215	93	0	137.100000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/AR0207.paired.bam
35	1.529412	0.283582	86	0	24.800000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/AR0208.paired.bam
36	1.526316	0.215190	96	0	226.600000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/AR0209.paired.bam
37	1.526316	0.246753	96	0	40.200000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/AR0210.paired.bam
38	1.625000	2.000000	21	0	20.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/ARa02.paired.bam
39	2.000000	2.750000	15	0	11.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/ARa03.paired.bam
40	1.538462	1.357143	33	0	39.400000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/ARa04.paired.bam
41	2.125000	2.125000	25	0	25.000000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/ARa05.paired.bam
42	1.625000	1.625000	21	0	20.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/ARa06.paired.bam
43	1.514286	0.375000	88	0	42.800000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BALB01.paired.bam
44	1.588235	0.442623	88	0	43.400000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BALB02.paired.bam
45	1.457143	0.409836	86	0	29.200000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BALB06.paired.bam
46	1.418605	0.507246	104	0	92.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BAMB03.paired.bam
47	1.500000	0.484375	95	0	59.100000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BAMB06.paired.bam
48	1.222222	0.212121	40	0	8.600000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BFa02.paired.bam
49	1.428571	0.700000	17	0	4.400000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ0201.paired.bam
50	0.333333	0.000000	4	0	7.000000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ0202.paired.bam
51	1.888889	0.405405	52	0	17.100000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ0404.paired.bam
52	1.857143	0.538462	100	0	78.200000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ1509.paired.bam
53	1.600000	0.568966	91	0	38.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ1513.paired.bam
54	1.428571	0.517857	85	0	37.200000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ2105.paired.bam
55	1.461538	0.411765	96	0	60.100000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ2106.paired.bam
56	1.500000	0.475410	90	0	65.900000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ2303.paired.bam
57	1.600000	0.421875	91	0	39.400000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ2601.paired.bam
58	1.617647	0.390625	89	0	46.200000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ2604.paired.bam
59	1.333333	0.467742	91	0	88.800000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ3004.paired.bam
60	1.933333	0.442623	88	0	37.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ3005.paired.bam
61	1.578947	0.420290	98	0	56.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ3204.paired.bam
62	1.838710	0.375000	88	0	38.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ3205.paired.bam
63	1.341463	0.432836	96	0	52.800000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ3209.paired.bam
64	1.605263	0.596774	99	0	86.100000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ4001.paired.bam
65	1.594595	0.476923	96	0	41.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ4002.paired.bam
66	1.722222	0.555556	98	0	43.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ4602.paired.bam
67	1.648649	0.462687	98	0	46.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ4603.paired.bam
68	1.317073	0.376812	95	0	48.600000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ4801.paired.bam
69	1.606061	0.433333	86	0	25.900000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ4802.paired.bam
70	1.875000	0.352941	23	0	5.100000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ4901.paired.bam
71	1.358974	0.437500	92	0	53.000000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ4905.paired.bam
72	1.628571	0.314286	92	0	40.800000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ5001.paired.bam
73	1.800000	0.531250	98	0	50.000000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ5005.paired.bam
74	1.481481	0.367347	67	0	28.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ5105.paired.bam
75	1.148148	0.450000	58	0	16.200000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ5201.paired.bam
76	1.333333	0.272727	42	0	13.800000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ5205.paired.bam
77	1.292683	0.402985	94	0	40.300000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/BZ5206.paired.bam
78	1.210526	0.680000	42	0	28.900000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CA0101_X.paired.bam
79	1.375000	0.407407	38	0	80.600000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CA0103.paired.bam
80	1.277778	0.413793	41	0	86.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CA0104.paired.bam
81	1.540541	0.649123	94	0	37.800000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJa01.paired.bam
82	1.676471	4.687500	91	0	43.300000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJa02_X.paired.bam
83	1.380952	2.125000	50	0	48.100000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJa03.paired.bam
84	1.729730	0.578125	101	0	78.100000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJa04.paired.bam
85	1.562500	0.547170	82	0	27.800000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJb01.paired.bam
86	1.435897	0.397059	95	0	34.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJb02.paired.bam
87	1.742857	0.476923	96	0	31.400000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJb03.paired.bam
88	1.666667	0.375000	88	0	42.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJb04.paired.bam
89	1.450000	0.531250	98	0	82.000000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJb05.paired.bam
90	1.638889	0.417910	95	0	37.300000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJb06.paired.bam
91	1.500000	0.451613	90	0	43.000000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJb07.paired.bam
92	1.821429	0.362069	79	0	31.300000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJb08.paired.bam
93	1.472222	0.534483	89	0	23.000000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJb09.paired.bam
94	1.317073	0.461538	95	0	36.100000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJb10.paired.bam
95	1.968750	0.417910	95	0	40.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJb11.paired.bam
96	1.421053	0.415385	92	0	47.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJb12.paired.bam
97	2.047619	0.560976	64	0	12.400000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJb13.paired.bam
98	1.848485	0.424242	94	0	65.000000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJb14.paired.bam
99	1.702703	0.562500	100	0	64.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJb15.paired.bam
100	1.343750	0.470588	75	0	27.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJb16.paired.bam
101	1.675676	0.523077	99	0	39.600000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJb17.paired.bam
102	1.512821	0.633333	98	0	45.900000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJb18.paired.bam
103	1.964286	0.566038	83	0	27.600000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJb19.paired.bam
104	2.068966	0.679245	89	0	24.000000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJb20.paired.bam
105	1.794118	0.532258	95	0	37.000000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CUAJb21.paired.bam
106	1.473684	0.253333	94	0	41.400000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CVa02.paired.bam
107	1.348837	0.311688	101	0	77.100000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CVa03.paired.bam
108	1.266667	0.275000	102	0	133.300000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CVa04.paired.bam
109	1.236842	0.214286	85	0	21.900000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CVa08.paired.bam
110	1.475000	0.253165	99	0	85.900000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CVa13.paired.bam
111	1.037037	0.195652	55	0	15.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CYa02.paired.bam
112	1.358974	0.260274	92	0	48.800000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CYa04.paired.bam
113	1.275000	0.229730	91	0	28.900000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CYa07.paired.bam
114	1.166667	0.857143	13	0	5.800000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CYa08.paired.bam
115	1.542857	0.328358	89	0	22.300000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CYa10.paired.bam
116	1.724138	0.144928	79	0	23.200000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/CYa11.paired.bam
117	1.477707	0.010390	389	0	138.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/EAFB014142.paired.bam
118	1.450000	0.028871	392	0	95.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/EAFB014144.paired.bam
119	1.477124	0.002646	379	0	32.600000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/EAFB014146.paired.bam
120	1.480769	0.043127	387	0	35.300000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/EAFB014149.paired.bam
121	1.441558	0.053221	376	0	42.800000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/EC0101.paired.bam
122	1.536082	0.098214	246	0	15.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/EP0101.paired.bam
123	6.000000	1.333333	7	0	5.200000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/ESRBa03.paired.bam
124	2.100000	0.409091	31	0	7.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/ESRBa04.paired.bam
125	1.400000	0.363636	60	0	19.800000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/ESRBa06.paired.bam
126	1.208333	0.432432	53	0	15.900000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/ESRBa07.paired.bam
127	1.111111	0.357143	57	0	17.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/ESRBa08.paired.bam
128	1.483871	0.400000	77	0	16.000000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/ESRBa09.paired.bam
129	1.529412	0.457627	86	0	23.200000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/ESRBa10.paired.bam
130	1.157895	0.322581	41	0	35.300000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/GA0203.paired.bam
131	1.428571	0.133333	85	0	72.200000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/GCJRa01.paired.bam
132	1.617647	0.141026	89	0	52.200000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/GCJRa02.paired.bam
133	1.405405	0.202703	89	0	61.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/GCJRa05.paired.bam
134	1.415663	0.020356	401	0	63.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/GL23892.paired.bam
135	1.472393	0.038660	403	0	43.000000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/GL23898.paired.bam
136	1.461538	0.280000	64	0	15.800000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/GL23909.paired.bam
137	1.050000	0.413793	41	0	80.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/GOa02.paired.bam
138	1.600000	0.560000	39	0	21.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/GOa03.paired.bam
139	1.157895	0.464286	41	0	52.200000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/GOa07.paired.bam
140	1.368421	0.111111	90	0	130.000000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HCARa02.paired.bam
141	1.405405	0.171053	89	0	64.000000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HCARa03.paired.bam
142	1.421053	0.082353	92	0	82.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HCARa05.paired.bam
143	1.405405	0.098765	89	0	73.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HCARb01.paired.bam
144	1.394737	0.137500	91	0	84.000000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HCARb02.paired.bam
145	1.294118	0.054054	39	0	19.800000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HCARb03.paired.bam
146	1.459459	0.096386	91	0	93.100000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HCICa01.paired.bam
147	1.394737	0.109756	91	0	153.600000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HCICa02.paired.bam
148	1.350000	0.189873	94	0	93.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HCICa03.paired.bam
149	3.500000	0.125000	18	0	6.100000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HtiAA2.paired.bam
150	1.181818	1.000000	24	0	85.400000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HtiCn13.paired.bam
151	2.000000	1.000000	6	0	6.200000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HtiCn17.paired.bam
152	2.000000	1.100000	21	0	52.400000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HtiCn2.paired.bam
153	1.000000	1.000000	18	0	23.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HtiCn7.paired.bam
154	0.000000	1.000000	4	0	0.600000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HtiJS7.paired.bam
155	5.000000	0.000000	6	0	1.400000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HtiJS9.paired.bam
156	1.500000	0.500000	90	0	38.600000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HtiNR1.paired.bam
157	2.000000	0.333333	36	0	10.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HtiNR2.paired.bam
158	3.000000	3.000000	4	0	1.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HtiPa2.paired.bam
159	0.000000	2.000000	3	0	1.700000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HtiPa5.paired.bam
160	1.700000	2.000000	27	0	26.200000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HtiPo10.paired.bam
161	1.500000	1.222222	20	0	26.900000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HtiPo15.paired.bam
162	1.700000	1.454545	27	0	35.200000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HtiPo2.paired.bam
163	1.111111	1.714286	19	0	21.300000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HtiPo6.paired.bam
164	1.333333	2.500000	21	0	21.000000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HtiTi11.paired.bam
165	2.500000	1.333333	14	0	10.300000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HtiTi12_X.paired.bam
166	1.222222	1.000000	20	0	26.000000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HtiTi14.paired.bam
167	0.800000	1.571429	18	0	25.400000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetTit1.0_dg/HtiTi15.paired.bam
