# [1]Sample ID	[2]ts/tv	[3]het/hom	[4]nSNPs	[5]nIndels	[6]Average depth	[7]nSingletons	[8]Sample name
47	1.308012	0.255946	2218	0	17.400000	6	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/NMSCaAM02.paired.bam
48	1.293769	0.251484	2319	0	21.100000	8	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/NMSCaAM03.paired.bam
49	1.335052	0.316860	906	0	46.600000	2	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/OK0102.paired.bam
50	1.254425	0.687086	1019	0	90.800000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/OK0104.paired.bam
51	1.235437	0.370536	921	0	65.400000	2	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/OK0105.paired.bam
52	1.341207	0.276718	2676	0	34.100000	2	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/RG0101.paired.bam
53	1.349869	0.271785	2700	0	32.100000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/RG0103.paired.bam
54	1.275949	0.287966	899	0	76.500000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/SJ01.20.paired.bam
55	1.226667	0.325397	668	0	23.500000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/SP01.01.paired.bam
56	1.158228	0.334638	1364	0	33.600000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/STDMaAM01.paired.bam
57	1.130106	0.309767	1408	0	68.500000	2	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/STDMaAM02.paired.bam
58	1.231481	0.309783	964	0	20.400000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/STDMaAM1.paired.bam
59	1.226776	0.277429	815	0	26.600000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/TN0119.paired.bam
60	1.238213	0.251040	902	0	101.200000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/TN0120.paired.bam
61	1.242131	0.239625	926	0	26.900000	4	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/TN0413.paired.bam
62	1.242424	0.274032	888	0	45.900000	4	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/TN0414.paired.bam
63	1.279898	0.253147	2688	0	79.600000	14	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/TULIaAM01.paired.bam
64	1.274411	0.230979	2702	0	69.800000	6	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/TULIaAM02.paired.bam
65	1.292354	0.424977	1529	0	12.300000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/TULIaAM03.paired.bam
66	1.135861	0.242647	1352	0	35.600000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/TXRSaAM01.paired.bam
67	1.271715	0.275000	1020	0	8.800000	0	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/TXRSaAM02.paired.bam
68	1.163265	0.215168	1378	0	158.300000	3	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/TXRSaAM04.paired.bam
69	1.321113	0.246436	1836	0	15.700000	4	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/TXRSbAM01.paired.bam
70	1.102421	0.239297	1129	0	19.900000	2	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/TXRSbAM02.paired.bam
71	1.144000	0.239593	1340	0	30.900000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/TXRSbAM03.paired.bam
72	1.271914	0.249385	2540	0	25.400000	6	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/TXRSbAM04.paired.bam
73	1.241026	0.217270	874	0	57.800000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/WCKC14173.paired.bam
74	1.209184	0.186301	866	0	62.900000	1	/nobackup/tmjj24/ddRAD/Demultiplexed_seq_processing/bwa_HetAmer1.0_dg/WCKC14176.paired.bam
